"data.name","fmethod","clust","n","k_policy","gate_rule","gate_rule_src","seed","ARI","FM","Jaccard","Purity","nfeat","kfound","k_used","stage1_n","stage2_n","ratio","total","dropped","elapsed","set"
"SimKumar4hard","DIFS","Refined Louvain",1000,"true","submitted","object",1,1,1,1,1,327,4,4,325,18,"1:1",499,0,113.708,"abl"
"SimKumar4hard","DIFS_stage1only","Refined Louvain",100,"true","submitted","object",1,0.922960337233279,0.945597234492299,0.896762449616435,0.959919839679359,100,4,4,100,NA,NA,499,0,12.066,"abl"
"SimKumar4hard","DIFS_stage1only","Refined Louvain",300,"true","submitted","object",1,1,1,1,1,300,4,4,300,NA,NA,499,0,12.478,"abl"
"SimKumar4hard","DIFS_stage1only","Refined Louvain",1000,"true","submitted","object",1,1,1,1,1,325,4,4,325,NA,NA,499,0,12.503,"abl"
"SimKumar4hard","GateOnly","Refined Louvain",100,"true","submitted","object",1,0.592462316975652,0.706849720201902,0.544985596569974,0.845691382765531,100,4,4,NA,NA,NA,499,0,9.511,"abl"
"SimKumar4hard","GateOnly","Refined Louvain",300,"true","submitted","object",1,1,1,1,1,300,4,4,NA,NA,NA,499,0,9.89,"abl"
"SimKumar4hard","GateOnly","Refined Louvain",1000,"true","submitted","object",1,1,1,1,1,325,4,4,NA,NA,NA,499,0,11.779,"abl"
"Trapnell","DIFS","Refined Louvain",100,"true","submitted","object",1,0.421155504048502,0.612770661870432,0.441722148246782,0.671171171171171,100,3,3,775,867,"1:3",222,0,53.511,"abl"
"Trapnell","DIFS","Refined Louvain",300,"true","submitted","object",1,0.421605112878002,0.612823674475956,0.441777777777778,0.666666666666667,300,3,3,775,867,"1:1",222,0,52.027,"abl"
"Trapnell","DIFS","Refined Louvain",1000,"true","submitted","object",1,0.419285964815292,0.611200239208401,0.440092370548006,0.657657657657658,1000,3,3,775,867,"3:1",222,0,52.129,"abl"
"Trapnell","DIFS_stage1only","Refined Louvain",100,"true","submitted","object",1,0.447209217753784,0.629963008631319,0.459814598145981,0.68018018018018,100,3,3,100,NA,NA,222,0,9.994,"abl"
"Trapnell","DIFS_stage1only","Refined Louvain",300,"true","submitted","object",1,0.446760189170144,0.629730105915134,0.45956642979221,0.68018018018018,300,3,3,300,NA,NA,222,0,10.577,"abl"
"Trapnell","DIFS_stage1only","Refined Louvain",1000,"true","submitted","object",1,0.443744090304395,0.627666137183119,0.4573713053634,0.662162162162162,775,3,3,775,NA,NA,222,0,10.006,"abl"
"Trapnell","GateOnly","Refined Louvain",100,"true","submitted","object",1,0.350245923436057,0.565851508823531,0.394551995888299,0.626126126126126,100,3,3,NA,NA,NA,222,0,5.364,"abl"
"Trapnell","GateOnly","Refined Louvain",300,"true","submitted","object",1,0.44392828100297,0.627789426544184,0.457502246181491,0.666666666666667,300,3,3,NA,NA,NA,222,0,9.908,"abl"
"Trapnell","GateOnly","Refined Louvain",1000,"true","submitted","object",1,0.443744090304395,0.627666137183119,0.4573713053634,0.662162162162162,775,3,3,NA,NA,NA,222,0,5.038,"abl"
"Zhengmix4eq","DIFS","Refined Louvain",100,"true","submitted","object",1,0.932724156417917,0.949531067860253,0.903911612981843,0.973710565848773,100,4,4,1900,1535,"2:3",3994,0,1785.616,"abl"
"Zhengmix4eq","DIFS","Refined Louvain",300,"true","submitted","object",1,0.975490551633489,0.98161370705183,0.963891315106143,0.990736104156234,300,4,4,1900,1535,"1:2",3994,0,1693.35,"abl"
"Zhengmix4eq","DIFS","Refined Louvain",1000,"true","submitted","object",1,0.983367811811684,0.987523036621006,0.975353580825451,0.993740610916375,1000,4,4,1900,1535,"2:3",3994,0,1364.99,"abl"
"Zhengmix4eq","DIFS_stage1only","Refined Louvain",100,"true","submitted","object",1,0.922329829662347,0.941744539887834,0.889902541728041,0.969454181271908,100,4,4,100,NA,NA,3994,0,434.446,"abl"
"Zhengmix4eq","DIFS_stage1only","Refined Louvain",300,"true","submitted","object",1,0.975473223807321,0.981600988790464,0.963866781738308,0.990736104156234,300,4,4,300,NA,NA,3994,0,390.767,"abl"
